loss_total	rot_loss	trans_loss	
2.7953248023986816	2.6149868965148926	0.1803378164768219	
1.9110248684883118	1.7038771510124207	0.20714768767356873	
1.4534825881322224	1.2838326493899028	0.16964990893999735	
1.8233701884746552	1.6289754658937454	0.19439470022916794	
1.5481998801231385	1.368943166732788	0.1792566955089569	
1.5156038502852123	1.3391949931780498	0.17640883475542068	
1.3628521348748888	1.200144201517105	0.1627079141991479	
1.2593899331986904	1.1021449752151966	0.1572449402883649	
1.1654599474536047	1.0172784957620833	0.14818143596251807	
1.1634785503149032	1.0173917263746262	0.14608681425452233	
1.1685920276425101	1.0073573887348175	0.161234627393159	
1.1186425909399986	0.9599790548284849	0.15866352431476116	
1.0865934835030482	0.9208950308653024	0.16569844174843568	
1.0410442032984324	0.8778295261519296	0.163214665970632	
1.0019419888655345	0.8443517565727234	0.15759022136529285	
0.9586243163794279	0.8036217829212546	0.15500252367928624	
0.9459823071956635	0.7914019533816505	0.15458034461035447	
0.9231424911154641	0.771359914706813	0.1517825664745437	
0.8944574500385084	0.7462940302334333	0.14816341039381528	
0.8764354109764099	0.7289943017065525	0.1474411003291607	
0.8480372655959356	0.7056563354673839	0.1423809209040233	
0.8340194387869402	0.6900147470560941	0.14400468224828894	
0.8287901593291241	0.6855241215747335	0.14326602803624194	
0.8225660572449366	0.6799245526393255	0.1426414946715037	
0.8265769815444947	0.6824062013626099	0.1441707706451416	
0.8060065255715296	0.66429130675701	0.1417152090714528	
0.7862954095557884	0.6480117236022596	0.13828367657131618	
0.7741679506642478	0.6381495536438057	0.1360183885054929	
0.7761935036757897	0.6383047684513289	0.1378887264892973	
0.7626793364683787	0.6263425355156262	0.13633679300546647	
0.763533394182882	0.6249908905836844	0.13854249686964096	
0.7511881552636623	0.6139387520961463	0.13724939618259668	
0.7526530984676245	0.6143518103794618	0.13830128131490765	
0.7459007817156175	0.6080575703698046	0.1378432052100406	
0.7369546805109296	0.6002056764704841	0.13674899765423365	
0.7307941748036278	0.5947092618379328	0.13608490717079905	
0.7280870949899828	0.5913281525309021	0.13675893722353755	
0.7293823157486162	0.5913758234758126	0.13800648756717382	
0.7249169364953653	0.588555049819824	0.13636188189952803	
0.7189931988716125	0.5836350146681071	0.13535817954689264	
0.7535799596367813	0.6176380416968974	0.13594191412373288	
0.7562708003180367	0.6204279593768574	0.13584283792546817	
0.8359765840131183	0.678070621781571	0.15790596483058708	
0.8582343648780476	0.6995147673243826	0.15871959941631014	
0.8966175264782376	0.738756517900361	0.157861009074582	
0.9027133428532145	0.7427635960604834	0.15994974857439165	
0.8952346634357533	0.7356736523673889	0.1595610131291633	
0.8884741527338823	0.7295842180028558	0.15888993674889207	
0.8843846479240729	0.7251108115424916	0.15927383896647668	
0.8779053866863251	0.7203882142901421	0.1575171747803688	
0.9611200620146358	0.7858677959325266	0.17525226841954625	
0.9553686047975833	0.7813080466137483	0.17406056047632143	
0.9463468205254033	0.7737205166299388	0.17262630642585033	
0.9340630195758961	0.7632819124393992	0.17078110948204994	
0.9234242921525782	0.7540637777610258	0.16936051669445903	
0.9175376045916762	0.7495786954781839	0.16795891084309136	
0.9122513004562312	0.7453738986922983	0.16687740346318797	
0.9087299596646736	0.7418621503587427	0.16686781046205554	
0.9028427646321765	0.7371717966714147	0.16567096934985306	
0.8949794088800748	0.7298043432335058	0.16517506676415603	
0.8901485033699723	0.7256303177993806	0.16451818666985776	
0.917653845683221	0.7527846129190537	0.1648692352877509	
0.912746021198848	0.7482159613143831	0.16453006284104454	
0.9195350152440369	0.7531995496246964	0.16633546946104616	
0.9233947868530566	0.7563865003677515	0.16700829095565356	
0.9164277333201785	0.7506054800116655	0.16582225759824118	
0.9133973513076554	0.7470150774539407	0.16638227785701182	
0.9067142877508613	0.7413852273979608	0.16532906407819076	
0.9001204725624858	0.7354778731646745	0.16464260317709134	
0.9117077997752598	0.7454776787332126	0.16623012561883246	
0.9056765970209955	0.7400877427467158	0.1655888587866031	
0.8984305316375362	0.7331433461772071	0.16528718970302078	
0.906057991801876	0.7396356977828561	0.16642229881596893	
0.9022144550407255	0.7364811679801425	0.16573329159134143	
0.9048576470216115	0.7375250728925069	0.16733257899681728	
0.9054927947489839	0.7375480116982209	0.16794478765835888	
0.9053203931876591	0.7370941569278766	0.16822624080753945	
0.9018039477941318	0.7329261639179327	0.16887778855669192	
0.8967305787756473	0.729005139085311	0.16772544450020488	
0.8948066640645266	0.727599100023508	0.1672075684182346	
0.8903279646679207	0.724063887272352	0.16626408171874504	
0.8829355817742464	0.7176690170677696	0.16526656879520998	
0.8769326407507242	0.7125206607651998	0.1644119840249958	
0.8749488318959872	0.7111548274045899	0.16379400866017454	
0.8737049576114205	0.709647965781829	0.16405699559870887	
0.8678466386573259	0.7049818953802419	0.16286474695905698	
0.8656471899186058	0.7025320567618841	0.16311513645381764	
0.861638917164369	0.699155256152153	0.16248366427184505	
0.8886790463093961	0.7237970494152455	0.16488200145658483	
0.8855092618200514	0.7210920095443726	0.1644172564562824	
0.8806520366406703	0.7168066793090695	0.1638453614662637	
0.875949659101341	0.7128321026330409	0.1631175604770365	
0.8710008439838245	0.708456039749166	0.16254480820029013	
0.8707913112767199	0.7082612276711362	0.16253008721198173	
0.872804068577917	0.7100321170530821	0.16277195462270788	
0.8708453672006726	0.7078248665978512	0.163020503668425	
0.8644961963609322	0.7026939802255827	0.1618022192461589	
0.8632637855349755	0.7012988224017377	0.16196496621230427	
0.8809059831229124	0.7198172258307235	0.16108875958756966	
0.8834781357645989	0.7214428822696209	0.1620352554693818	
0.8917229928002499	0.7275194477031727	0.16420354646178756	
0.8861369528606826	0.7226258349769256	0.16351111938117766	
0.884146854426097	0.7206805293421144	0.16346632656686513	
0.9139523365749762	0.7474648479658824	0.16648749007771796	
0.909728156101136	0.7434943854808808	0.1662337720748924	
0.9098441491149506	0.7431739987629764	0.16667015207404234	
0.9066227732974792	0.7404841944993099	0.16613858064340653	
0.9025774065543104	0.7367226125465499	0.1658547956979385	
0.9178525086389769	0.7521100653967726	0.16574244437004448	
0.9155714357441121	0.7502632701938803	0.16530816673555157	
0.9126867794238769	0.7480325825042553	0.16465419836275214	
0.907176809651511	0.7434464001229831	0.1637304108922503	
0.9035234968219183	0.7405358357767088	0.16298766233092915	
0.8999336926560653	0.7373217945558983	0.1626118993746084	
0.8962378491526065	0.7342678375866102	0.16197001295893088	
0.8932405350537136	0.7315132641072931	0.16172727207043047	
0.8891621815343188	0.7279749477011526	0.16118723494756934	
0.8888488106303296	0.7275832517672394	0.1612655602206113	
0.8853898754640788	0.7246127514278188	0.16077712538237332	
0.8925001030166944	0.7311842078963916	0.16131589620684583	
0.8895397866067808	0.728276798547792	0.16126298901340194	
0.886334554093783	0.7253262498339669	0.1610083052064063	
0.8829235325499278	0.7224406171135787	0.16048291637524356	
0.8804110848615246	0.7204186988453711	0.15999238688739076	
0.8768498456478119	0.717282708644867	0.15956713774800302	
0.8724858739546367	0.7136853675520609	0.15880050725998388	
0.8709127637814349	0.7123281582603305	0.1585846063717613	
